close,high,low,open,volume
154.5401153564453,155.26797947676093,152.5700309887991,152.75441079352828,7483000
154.6177520751953,154.81184620736653,153.1911372506656,154.3168891406319,6502000
155.85997009277344,156.34521282057355,154.74390293377343,154.9865242976735,6934800
157.0536651611328,157.08277854051627,154.67597872474062,155.74350385514472,8947300
153.3949432373047,157.07309175430484,152.38564478382102,155.27768756842127,9556100
153.03585815429688,154.93800140788977,152.85146354321287,153.39493304423942,7243000
149.1248016357422,152.09448481975784,148.95982088201168,151.453960852263,11011700
149.4547576904297,150.45435650848978,148.3678187368341,149.36741755489416,9462000
150.27967834472656,152.3565166221451,150.03705698143733,150.33790510256674,7769200
153.1328887939453,153.25905663797516,150.42524097215676,150.47376820512457,7440800
153.57933044433594,154.22955395261747,151.4054375923184,151.88098081856918,6417400
152.4729766845703,155.06417117874577,152.4632771606581,154.16162677660492,5546300
152.6670684814453,153.64726829359117,151.88097761203585,152.73500957308968,5030500
154.8312225341797,155.37470675631252,153.45313514702664,153.5793029782185,8011000
155.36500549316406,155.92788880710745,153.92869123494114,154.501274071934,5736800
154.15191650390625,155.55911754677751,153.42405236361762,155.30679664251363,6244200
151.5995330810547,154.3071808711976,150.95900915360335,154.3071808711976,16734000
151.4442596435547,152.48267138981868,150.57081384075263,151.02694319358156,5244000
152.7738037109375,155.1126769843484,152.35650211386567,152.48265514102874,7181400
154.4818572998047,155.753205600015,153.57931299499043,153.64725408034988,6285200
155.97640991210938,156.25784415380963,154.6468496933872,154.7341898226978,6311000
155.4329376220703,156.53929033166597,154.80211325783927,155.83084017064863,7015200
151.49278259277344,154.43335228131014,150.96871216423136,154.43335228131014,8315100
150.7066650390625,151.13368096681256,149.38680435712197,150.31847681843408,7755700
150.01763916015625,150.51258139714622,148.6686650082668,150.26026051703155,6768400
148.8433380126953,151.97801645260404,148.7948255904339,149.41593564138338,7562400
149.01803588867188,149.7264860831556,147.7369880547136,149.04714926594983,7249300
149.4741668701172,150.0855626081743,148.4066269966331,149.42563963797116,4778900
150.337890625,150.38641785467124,146.8150240305945,149.11506959438313,5479600
149.20242309570312,150.11466688596124,148.3289773953185,149.80411927422963,5678000
147.16441345214844,150.39613178658678,147.08677283892206,149.58092756035893,6178600
144.50526428222656,146.8829652626434,144.49556475965505,146.25214089314105,7796600
147.45556640625,147.49437930979354,145.0196383706546,145.57282220307425,5978800
147.89227294921875,148.9306994593889,145.24285189203334,145.38841878204207,6419400
147.62054443359375,149.65856983015502,146.58211787968344,148.38722143398735,5824900
147.23236083984375,148.2222453818493,145.79603164636492,147.649662494299,5276800
148.56192016601562,149.63915964920605,147.70788819853252,147.76611495841848,7735500
149.92059326171875,150.15351510866577,148.65895917218057,148.90158054292124,5676500
149.25094604492188,150.70667417315485,148.68807753342554,150.1729190395486,6304900
150.97842407226562,151.3763118405178,149.0762661311529,150.08556445341137,6036700
151.93919372558594,153.90927792717042,151.51217777497868,153.5307892088471,9810900
150.96871948242188,152.97763154182732,150.84255163083603,152.77382307452967,4979900
150.6969757080078,151.88096911195774,150.29907312947347,151.20163227569935,4884400
149.58091735839844,151.61892778496832,149.3479955346054,150.32818044392482,5066500
150.5222930908203,151.5412909250921,149.31888585077357,149.31888585077357,7344400
148.9889373779297,150.64845928209323,148.71720262393293,150.64845928209323,8971200
153.06495666503906,154.48185703958413,150.5319892086151,151.13368541081107,11136100
149.4935760498047,153.0649702981067,149.03746150032381,152.764122170213,8512200
148.86276245117188,149.221837328655,147.6593551632031,148.90157535342703,6976800
148.15432739257812,149.84296276962198,148.15432739257812,148.99864508110005,5894700
148.42605590820312,150.22144521228168,148.17372019881853,148.39694252764855,6466300
150.4446563720703,151.56070869962986,148.90157327506788,148.90157327506788,9835900
151.05606079101562,151.37632278014294,147.87286956436233,150.83285327438753,8436800
151.628662109375,153.32701175967,151.29868578005087,152.12360439071054,6361400
148.7948455810547,151.19193116828137,147.5914382169731,150.98813750379495,11670900
150.98812866210938,151.5898249046987,149.3868187784611,149.45475986826716,7998700
152.9678955078125,153.28815744902516,150.2408340547234,151.61892146912166,8484800
150.2505645751953,153.22994720825648,149.88177536525592,153.06496645866065,8745000
150.75103759765625,151.39871524408073,148.92577375925504,149.65195914832074,10813400
148.8668975830078,149.1220514915678,147.4439803019792,148.33698903429723,7539900
147.50283813476562,150.18184900861533,147.24769923329103,149.69118690852028,7623400
147.17901611328125,148.18977895668198,145.9719914022551,147.6304318852584,9248400
146.95330810546875,147.31639329046757,144.9808517311558,147.022007991182,14181100
145.75608825683594,147.10049767482113,145.50094934485776,146.11917343423175,11447900
146.71778869628906,147.6500587475981,145.43225627667798,145.49113333806164,7578900
148.3075408935547,148.69025675777766,146.47245433664253,146.66873116860916,3848600
149.69119262695312,151.0748633957961,148.6706220082484,148.91595306766794,8209000
147.4439697265625,149.61270292466523,146.47245332081732,149.18091785544516,9196300
148.75894165039062,149.6519503247337,148.1603332501389,148.21921031019318,8060200
149.4164276123047,150.08373590073995,148.39585696235784,148.91595762634324,7254700
147.19863891601562,149.77952650996545,147.03181558876918,149.16128743489583,12659800
145.9327392578125,147.26734086833338,144.90234577617605,146.46264777686605,10237200
145.7168426513672,147.2967752860791,145.45188091232814,146.2663818332114,8916700
148.58230590820312,148.9650217606251,145.92291064478525,146.39394208457702,10976300
147.90518188476562,149.10239858451538,147.29676568364707,148.01312814372073,8414200
147.1888427734375,148.71970634413898,146.83556541298168,148.32716762484304,5848100
147.00238037109375,147.2967806503231,145.65795592317124,147.0416267538749,7503000
144.00933837890625,146.04068683001518,143.7541994561697,145.7659022551493,11290500
146.72760009765625,147.07105458692513,144.5981283584403,144.7453210004385,8805300
144.93179321289062,146.4822874567055,144.3331847704926,146.07013303348702,6998800
144.99066162109375,146.2271248169319,144.44112242294347,145.19674630731018,21701400
147.00238037109375,147.67949652117514,145.92291767185964,146.03086394178305,8143600
147.6990966796875,148.25845864872997,147.05143410213654,147.23787311799873,4663700
147.68930053710938,148.17015481315417,147.29677682421308,147.57154641800446,2227600
147.21827697753906,148.3173554116134,146.8551768011376,147.57155432760877,3706900
148.17015075683594,148.8080055162854,147.28694996626814,148.1799586085529,5589100
149.4654998779297,149.81877722048796,148.6411910699005,148.67062960062867,5150500
149.56362915039062,149.70101394332772,148.83744383125492,149.54399847316552,4953100
152.9884490966797,152.9884490966797,148.42529718915281,149.328113728916,6862100
160.7899932861328,162.65450347520422,156.3347725582447,162.65450347520422,35094900
153.6165008544922,161.96758031342222,153.19453858874815,161.80075697762894,20564900
152.30152893066406,155.05904782809023,152.00712864480698,154.49970076140028,13537900
156.27589416503906,157.44367247329237,152.3113505969941,152.59592805440235,12929600
159.08248901367188,159.66146677930763,156.95301699731752,157.56143329518417,12549600
159.3081817626953,160.50539859528632,157.70863335101023,159.6614591063094,9796800
160.80960083007812,163.02740322900013,160.2502537912715,160.41707711771627,12068600
164.11666870117188,166.20687911722618,161.0353112350967,161.0353112350967,16414900
163.05685424804688,164.20500191715828,162.01665285417604,162.67413835834304,8097400
163.15496826171875,164.16573106514758,162.71337533356967,163.47880706871345,9745800
162.21290588378906,164.5190089490385,162.0656982580369,163.5965767072308,11142500
163.61619567871094,165.3335131967036,162.9587101972522,163.88115743129953,10918500
163.54750061035156,164.43068643238604,162.63486128535106,163.15496193203217,8957400
163.60638427734375,165.29426322774836,163.3316146783309,164.81340894256584,8368700
164.371826171875,165.26483491076462,163.65546359973612,165.18632716707774,8912600
165.89288330078125,166.18728359866174,163.5376958915584,164.63678933872418,9784900
166.7564239501953,167.23727822712036,165.05873717677235,166.78587745384527,9200200
167.99290466308594,171.65324000810506,167.84569703786806,169.42562971609135,16786600
173.59625244140625,173.9887911225458,168.07140714047097,169.3961858830405,22946600
170.77984619140625,172.97801774960757,169.42561402865715,170.2008685177568,14235300
174.7149658203125,175.48041252410187,170.505091305481,170.6326682517492,18425400
177.84539794921875,179.17999959056502,175.53929483819877,175.53929483819877,16170500
175.8827362060547,177.08977578087993,174.09673390749023,176.28508273099644,10474100
177.48231506347656,178.69916259679226,176.15752125725524,176.9327758464374,9901800
179.1898193359375,179.40571187522434,176.58930101228074,177.62950235221538,12021300
178.8561553955078,179.5332715351048,177.48230741213712,179.31737899860084,7458200
182.3496856689453,183.03660967308912,180.12207535124585,180.50479122311316,10502100
178.99354553222656,182.33005712163924,178.68933739639448,182.33005712163924,9673700
180.30853271484375,181.38798046319917,178.32625343131178,179.13093157289887,9034700
178.91131591796875,182.13181864245064,177.11774605065898,181.63635668483803,9849000
182.20118713378906,182.25073635678643,180.32834141876847,181.56699639220273,10313400
183.10292053222656,186.19459832082563,183.06329022840052,183.6082862875786,10773300
182.26063537597656,183.2119290235714,180.66526232749803,182.9146488136793,9566200
183.23175048828125,184.93614088506752,182.37955528988812,182.99392329792755,7047200
183.6578369140625,184.2722200303141,182.18136994052537,183.6082876936762,7451800
182.54800415039062,184.29202479098134,180.85351760912607,184.15329604821048,9440700
182.48855590820312,184.56948710419576,180.11032938668384,181.23998207030823,7133800
185.06495666503906,185.84779507493005,182.1021036481782,184.31185988516037,12035500
187.87918090820312,189.70247728852206,185.52077714477602,188.60255113468745,15809100
187.0567169189453,189.82138806646853,185.71896354802476,188.79083381887224,14004200
184.34158325195312,186.74953633969648,182.4786413668101,185.74869346211233,11054400
188.17645263671875,188.24582457117629,184.79741344823438,184.90641568788223,13567200
188.21609497070312,190.6636783041667,186.41260614802502,189.14756589052155,13073100
187.7206268310547,189.9105601919712,186.4026962240317,189.2664657023602,15987500
184.59921264648438,187.4629822052631,183.95511813877917,186.91798613888145,11999600
190.04930114746094,190.1186730829567,184.79741621391776,184.89649953852626,11371700
195.1822967529297,197.07496517587037,190.02949510203823,190.8321411033115,27151800
195.03366088867188,195.8363068762985,192.92298801728361,194.22109598446244,13017000
195.053466796875,196.0443907474224,193.80490806249313,194.81565472573533,12683900
196.1732177734375,198.7595299165207,194.67692803559999,195.69757850583017,14018600
196.80740356445312,198.90815747060483,196.70830512271795,197.41186777031933,13305000
199.61172485351562,200.6026488131774,197.19386797269294,197.97669124789388,16918400
199.89907836914062,203.218679552934,199.17570814042384,199.57207166074284,35849500
203.34750366210938,203.49613620154093,195.57864866134068,196.82722247376194,15735700
204.9131622314453,207.88593415781088,203.94206096918322,204.17988816660042,16695500
203.2880401611328,205.35908268632753,202.76285168276794,204.13033155791385,8865000
205.90408325195312,207.31120858276964,203.2979635157106,204.16006252348856,11085600
209.23358154296875,210.531704590903,204.378060339389,206.260809756214,13907800
208.79759216308594,212.76128796319327,208.38139079821107,211.32443613941473,10409000
205.02215576171875,211.1658962447199,200.12700423202776,208.98585149511342,17403900
195.61830139160156,202.92140609421972,193.1409915065561,200.1567349154408,23051900
197.1641387939453,203.61504824069092,196.24257166138196,200.67200291072,11528000
197.0551300048828,197.9568743948632,194.56791642579188,196.6983967912806,8245700
199.71080017089844,202.76284765873612,197.4316872512857,198.15505747915498,11672600
191.13931274414062,191.41677022982338,186.888255815409,189.67274958834614,17195400
188.6322784423828,194.88500597246818,187.5521749960132,192.54642491117028,11634000
186.83871459960938,189.22684495824564,184.77759096031454,187.9881900154218,11151400
190.03939819335938,190.86186690478397,187.99809722971995,189.7123914680725,12000200
185.32260131835938,187.45308176223003,182.9245671743689,186.88826297342086,12111000
183.23175048828125,185.54060509695452,182.3696363734362,184.66858718595702,8661600
186.4423370361328,186.52161276737314,183.65784312762764,183.93530062681893,8013200
182.32009887695312,182.62728287525204,176.12682432963925,180.23915258093598,15720600
181.58680725097656,184.57940170511293,181.17062102150842,182.825462143548,9661100
184.2920379638672,184.67849771208802,180.68507527370613,182.30028620308295,9799000
184.6289520263672,187.70080710609164,184.43075514613415,185.57032672627793,8708300
185.8973388671875,186.7098886427535,183.81639252631695,185.42168448508596,6684700
183.52902221679688,184.72803166872268,181.53725550031876,183.5488298081866,9626700
183.10292053222656,186.66033377235166,182.00299437739048,184.50012688680462,10836600
186.6504364013672,188.2359207743675,184.85686646559407,186.57116067068722,10754900
190.47540283203125,190.8717663638145,187.7800884790666,188.40437540590972,8644600
191.55551147460938,192.36807639306912,186.78916956697591,188.5232865258205,11748600
188.89984130859375,192.32842977867818,188.0278233761793,189.56375855430028,10435900
190.53485107421875,191.95188014941158,186.26397137705635,189.11783711932506,8229500
190.89158630371094,191.9122367475119,188.72146046601586,189.48447612992996,5642800
183.47947692871094,185.0847688430006,181.47780637365284,183.90556695720053,11082900
180.84361267089844,181.7750835608895,177.90056746328784,179.93196449269195,12194000
179.9716033935547,181.07152958551333,179.09960059726015,180.38778963912017,13053000
183.06329345703125,183.51911000041557,181.33908036435747,181.33908036435747,12042100
184.26229858398438,185.1937694813799,182.98401338924518,184.80730976015187,8995100
184.31185913085938,184.32176292728963,182.29038087719482,184.12358115658526,7554700
184.946044921875,185.86761205543277,183.5686612399205,184.5001321696436,6222400
189.36557006835938,189.76193359432702,186.194601379421,186.88826023031334,11210800
194.33999633789062,194.41927206673662,187.31434930216636,189.43492590782486,9869700
197.25,198.8699951171875,193.47000122070312,194.92999267578125,11819200
191.3300018310547,198.19000244140625,191.27000427246094,196.25,14564900
191.00999450683594,194.16000366210938,189.0,193.7899932861328,9051200
191.42999267578125,192.0,189.8000030517578,190.3699951171875,7209600
184.7100067138672,190.49000549316406,183.89999389648438,190.0,14264600
182.39999389648438,183.72000122070312,180.6699981689453,181.85000610351562,9442800
183.02999877929688,185.25999450683594,182.08999633789062,183.7100067138672,8725400
182.4600067138672,182.97000122070312,180.39999389648438,182.72000122070312,13886500
