close,high,low,open,volume
231.485107421875,232.7216147258446,230.71727541448905,231.85405874294378,39418400
229.0719451904297,230.19876225122124,226.32970313085187,228.6032698757151,44075600
237.79725646972656,238.17618932549604,233.69885053091846,236.5408165177042,66427800
239.10354614257812,239.2232027368954,236.0721290991865,237.77729643117493,47549400
239.0137939453125,240.63920029193574,237.81718240373485,239.32291694518142,54870400
237.2089080810547,239.47249309970456,235.67324414176576,238.62490021245955,48999500
233.68887329101562,238.1063683630383,232.70166073618753,236.33139119913957,66313900
226.1501922607422,231.76431424305812,225.31256565050364,231.53496736029473,83440800
229.3810577392578,229.7998710451417,226.010588238333,226.23995033725743,50208600
233.40966796875,233.84841389514688,228.3739115767776,228.5733443098202,55824200
236.0322265625,237.5180285002954,234.3669397384463,236.33138325533858,42699500
237.4781494140625,240.53949594661788,235.65332541334,236.51088466190768,63421100
238.3157958984375,239.42266510979977,237.05934071942244,238.2958480596019,46508000
237.2089080810547,240.51953392817583,235.98236714862816,239.2930082114909,44249600
244.8074188232422,245.60516498271895,239.53234916144805,240.5494606794321,163741300
255.35755920410156,255.9160073848096,247.42002368458668,247.5995237986898,105517400
253.71221923828125,256.6140134777918,252.86462630601793,255.15814081026073,60275200
251.59820556640625,255.01853710208397,250.33178410429736,254.49999981420794,42303700
256.14532470703125,256.4444966190252,250.99989343760635,252.49566170312627,55202100
254.73931884765625,256.87328100426123,253.06405044687503,253.38315498635407,46076300
253.71221923828125,254.28061851263055,252.29622703166862,253.84185736381545,40127700
253.9116668701172,255.1980209495745,252.39595068950493,254.1410137555297,37704300
254.72933959960938,258.0599285933123,254.21080232618834,254.32049261064776,48713900
256.40460205078125,257.45162766856953,253.43299812845933,255.85613542550084,42630200
257.2920837402344,258.5086431914624,253.23357360959045,253.9515436206674,49155600
255.96583557128906,258.33912604890287,254.3304629034206,257.2621558739689,44664100
255.75645446777344,256.6738420114173,254.70939836699205,256.0855101139428,31955800
257.3320007324219,257.7906945345413,255.38748958216482,255.79633660873378,36496900
253.32330322265625,257.27213808351553,252.42584836214985,257.08267167133846,38322000
244.57806396484375,255.6567217403356,243.3116425485481,254.2207817432353,61999100
246.96133422851562,248.98560621270488,244.86725241658198,248.67648318296307,38142900
247.07101440429688,248.14796941642882,244.00966795095763,245.90431694508948,35478000
248.63658142089844,251.10959602979932,246.77186176083558,248.78616738422895,33893600
246.75192260742188,248.33743345063007,244.43847540742667,247.54966879270205,39777000
251.5782470703125,252.66518358811555,246.57242016484557,247.3203043073955,49147000
261.50018310546875,263.63416054313814,254.90884523128253,255.168106265739,90483000
262.0286560058594,264.5415659974475,261.0913055219307,261.1411827196178,46695900
257.72088623046875,262.1084670888602,254.70938662410154,261.9090191460537,45015300
258.84765625,259.8847307097371,257.2821086816683,259.2066564378435,32754900
262.0785827636719,263.3848847726989,258.4488367256365,260.4531761824355,38253700
268.0516662597656,268.36078929414754,263.90339825112477,264.13276036080543,44888200
268.2411193847656,269.12862319727753,267.39351124836816,268.23113785786586,41534800
268.93914794921875,270.6443152614699,266.35642794866993,268.5203194424725,51086700
270.63433837890625,273.36662916750566,267.72259312931254,271.2226702585742,69886500
269.6072692871094,276.53767519933945,268.40069127196034,276.2085891024436,86167100
268.29095458984375,270.08589475979994,265.49886601188945,269.65711516237894,50194600
269.2781982421875,270.72408938596277,266.86501191822913,267.5730004152706,49274800
269.3779296875,270.9335263776032,266.17696342424256,267.8522167164328,43683100
269.0089416503906,272.6287059365568,267.1342708755924,267.1342708755924,51204000
267.7126159667969,271.5218466038475,266.0173996929098,269.03885049148494,48227400
268.93035888671875,273.22240319845355,266.96401085683,268.46122924118225,41312400
274.73956298828125,275.3983427074405,269.2996575494418,269.3096487524697,46208300
272.9628601074219,275.2186787593472,271.19615348009904,274.49002155435767,48398000
272.44384765625,276.1868935731559,271.5854266195937,273.6016697208788,49602800
271.9048156738281,275.44821996704485,269.10002929321837,270.54732197227213,47431300
266.9639892578125,269.98836893107386,265.237217022597,268.3214829895084,45018300
266.9440612792969,270.2079864201871,264.8279974843966,269.48932037088264,45677300
268.06195068359375,271.7051756343288,265.00762791735707,265.0375710636542,40424500
265.7562561035156,274.91922505965954,265.42688147061517,270.327749378444,45823600
270.98651123046875,272.8230952896135,265.17732758833057,265.4568071090486,59030800
275.4083251953125,276.4863089537433,270.397615191446,270.397615191446,65585800
276.4563903808594,279.8600705608694,274.73957871594786,274.75953066216096,46914200
277.0352783203125,279.01161742605893,276.1170014953278,276.44637611579356,33431400
278.3328857421875,278.4826014787427,275.4781737009374,276.7458380127342,20135600
282.57501220703125,282.89442609469603,275.62792768573877,277.4944549964911,46587700
285.6592712402344,286.86701880065203,282.10587559562896,282.47518456741903,53669500
283.623046875,288.0847586222564,282.77461708045536,285.6692634925469,43538700
280.179443359375,284.20196835267484,278.07334059490756,283.5731318378766,43989100
278.26300048828125,280.6186397013617,277.53434330937836,280.01974631085085,47265800
277.3746643066406,279.15136205700173,275.6378704438954,277.6142094762677,38211800
276.66595458984375,279.5106752769474,276.40645748061854,277.64414811825674,32193300
278.26300048828125,279.2312028389952,275.92734368017386,277.23491184461454,33038300
277.514404296875,279.07150890817053,273.3022288840155,278.5824273392719,33248000
277.7639465332031,278.70220580092337,276.30666253778065,277.38464634485007,39532900
273.6016540527344,279.63046152672615,272.33402020742307,279.63046152672615,50409100
274.1007385253906,274.9891026980292,271.2859911871425,272.3140798989353,37648600
271.33587646484375,275.6478724530811,271.13626563598973,274.50001118897205,50138700
271.68524169921875,273.12257373871984,266.4549687260805,273.1025913325419,51630700
273.1625061035156,274.09077415448866,269.399477884542,271.6453053723066,144632000
270.4674987792969,273.37210596231955,270.00836035897595,272.3539780142796,36571800
271.85491943359375,271.99467443806464,269.06012395403746,270.3377490962612,29642000
273.3022155761719,274.9192064044749,271.69521595033444,271.8349404799371,17910600
272.8929748535156,274.859322715931,272.35396775197984,273.65157518449314,21521800
273.2523498535156,273.8512128461511,271.8449608988494,272.1843267483383,23715200
272.5735778808594,273.5717234473003,271.77507361210075,272.304089543875,22139600
271.3558349609375,273.17246717497864,271.24605357156486,272.553621806917,27293600
270.5074157714844,277.32473598417806,268.5011336129586,271.75509761912826,37838100
266.7643737792969,271.0064921177503,265.6464557026853,270.1381104139889,45647200
261.8734436035156,267.0538212812338,261.6338984265986,266.504853430471,52352100
259.8471984863281,263.1909919246956,259.32817380451803,262.71190159101934,48309800
258.55963134765625,258.80916773471864,255.22581364132833,256.5433578451618,50419300
258.8890075683594,259.7274461787287,255.74485516422806,258.5995368285105,39997000
259.76739501953125,260.8154357257053,256.32378048041085,258.6794199598783,45263800
260.5658874511719,261.3244878277737,257.9108470550362,258.24022168851656,45730800
259.4779052734375,261.33447181199796,256.23393227813756,259.0087756526009,40019400
257.73114013671875,260.5559089501236,256.5732877053955,260.1666175851947,39388600
255.05613708496094,258.41988279267105,254.45724364888233,257.4217372195352,72142800
246.2425079345703,254.31750190322293,242.9685916985444,252.26132447540706,80267500
247.1907501220703,251.09350304772093,244.72532928784554,248.23880604127606,54641700
247.8894500732422,250.53452965267718,247.68980878155546,248.737864640942,39708300
247.58001708984375,248.94748685874615,244.22624741136653,246.86136630134166,41689000
254.9363555908203,256.08421686766076,249.336758511775,251.01363570547153,55969200
257.791015625,261.46421404872183,257.73112933459527,258.68937090303496,49648300
255.96446228027344,258.3799575946877,254.03803333601454,257.17220993748055,41288000
257.801025390625,259.16847988830324,253.93820707645818,257.52154586161765,67253000
258.9988098144531,261.41430490835,251.7123292610244,254.69678984095313,92443400
269.5093078613281,269.98839826257677,258.7293169184304,259.5478036352127,73913400
268.98028564453125,271.3758289780004,267.11372779647115,268.70080609664296,64394700
275.97723388671875,278.432693698261,271.7850411492978,271.7850411492978,90545700
275.3983459472656,278.98168486317746,272.72332314901723,277.6142303156022,52977400
277.6042175292969,280.3890519626743,276.4164219647768,276.6060720438839,50453400
274.3672180175781,277.9439398399519,271.4499228389202,277.6541982366954,44623400
273.4280700683594,275.11651686144285,272.68876099546605,274.6369782150198,34376900
275.24639892578125,279.92208361183503,274.1973776592452,274.44714753122867,51931300
261.4891052246094,275.46621856633783,259.94051360693726,275.3363333447182,81077200
255.5445556640625,261.9886306947134,255.21485759663088,261.7688319830923,56290700
263.6371154785156,266.0449008431299,255.30478047881587,257.8124646511843,58469100
264.106689453125,266.57441720150126,262.20844437502524,263.35737977838915,34203300
260.3401184082031,264.2365527856389,259.81060750150084,262.35827847824623,30845300
264.3364562988281,264.5063132392292,257.9223826043077,258.73163460792017,42070500
265.9349670410156,269.1819753311392,263.13755670993424,263.24744081710827,37308200
271.8895263671875,274.6369951599546,267.46358073991865,267.61343657617186,47014600
273.97760009765625,274.6869380517792,270.8005039088116,271.5298429675081,33714300
272.6987609863281,275.8558253670768,270.55071567552415,274.6969199809464,32345100
263.93682861328125,272.5588900215503,262.6480379442022,272.5588900215503,72366500
264.476318359375,266.2846497598317,259.960490133898,262.16844722421786,41827900
263.5072326660156,265.31556422164516,259.8905695547566,263.23749216234586,38568900
262.2783508300781,265.9050144519466,261.179387723623,264.4063951364299,39803100
260.0504150390625,261.3192350446657,257.01320478174756,260.54995479568396,49658600
257.2229919433594,258.53178361058343,254.13584003818684,258.39192833924307,41120000
259.6407775878906,260.9095975388004,253.44647267699952,255.45463216869055,38218500
260.58990478515625,262.2384104290217,256.71350175461305,257.4128391437035,30590800
260.5699157714844,261.888707997661,259.3110658747261,260.8496568052655,26218900
255.52456665039062,258.71164792954545,253.94601921584928,258.4219063383753,40794000
249.8897705078125,256.0940459350445,249.29033192864068,255.24483747003174,36930000
252.58729553222656,253.6563027081548,249.6499992581203,251.87794235419486,32074200
253.99598693847656,254.89516767044782,251.94787083452104,252.72716690012706,32361600
249.70994567871094,254.70534343896443,248.7708084606242,252.3974721128864,35757900
248.73085021972656,251.5982036354298,247.0723745163624,249.17043241392184,34864100
247.76173400878906,248.97061168291066,245.77356028907465,247.7517334570195,88331100
251.25851440429688,254.3656523266213,250.0496214753341,253.73622734962268,40546100
251.4083709716797,254.5954370944537,249.32029842391177,250.1195650925759,45152300
252.38746643066406,254.76528059453105,251.3684162845015,253.86611511385965,28476700
252.6572265625,256.76344411909713,250.53918279672283,251.88793104116345,41796700
248.57098388671875,255.2548282141602,247.8416601166152,253.666280215245,47900000
246.40298461914062,250.63907198816298,245.28400520065438,249.83982057534305,39446200
253.55638122558594,255.24482803058763,246.87255213324852,247.6818040942864,49598100
255.3946990966797,255.94418062939917,253.096813183035,253.8461228128272,40059400
255.68443298339844,255.89424639361263,250.4192795609811,253.96601496217014,31289400
258.6217041015625,261.9186847371787,256.2239194053331,256.27389167390277,29329900
253.26666259765625,255.96418954301222,245.47383916108728,255.92421782448065,62148000
258.66168212890625,259.51090582044134,256.29386854025813,258.2121146377317,41032800
260.2502136230469,260.879638597066,255.8342992320816,258.7615948993736,28121600
260.240234375,261.94865175168746,258.78155637925676,259.7406946341393,31291500
258.96142578125,259.9405042051452,256.4237552437805,259.49093671136296,36234700
258.59173583984375,261.68888841493145,256.9532612999924,259.01136264890187,48370700
266.18475341796875,266.3146386359468,257.57269269729437,257.92237663273806,49913500
263.15753173828125,266.91408037974617,261.0294875448873,266.55439590858066,43323100
269.98126220703125,272.0493335842862,266.47448343207725,266.7142527536172,61436200
272.79864501953125,274.0275237795767,270.04120633500696,270.08114756253855,36590200
265.9250183105469,272.5488901425708,265.1557075406741,271.250098918132,50209800
272.9185791015625,273.48803128351057,266.62435952726383,267.5734973129919,43249200
273.1783142089844,275.5161566987003,271.39995382845746,274.79681820267325,33399600
270.81048583984375,272.80864483253174,269.4017800912603,272.50893317942314,38157100
267.3636474609375,268.1129570778125,264.8260075108844,265.84505761361925,41466800
270.4608154296875,272.97851539952296,268.4127145556596,272.0893199684016,40018900
269.92132568359375,270.7905199823619,266.7942019267937,267.3037117460274,30047900
271.1002502441406,275.7459641951834,267.893213328058,270.25102650288807,91848200
279.88214111328125,286.95561044034525,278.1137509144006,278.6032901046287,79915400
276.5751647949219,280.3716851917065,274.60697695873915,279.4025768563376,46668400
283.9184265136719,284.30808218316156,276.2455026895375,276.6750995896243,49311700
287.245361328125,287.76487170009636,280.8112868075762,281.66051049385584,58336100
287.1754150390625,291.8611003514943,285.5169394038565,289.00371711581823,45224300
293.0500183105469,294.4886952888782,289.7330669166447,289.7430674686918,52692800
292.67999267578125,293.8800048828125,290.2300109863281,291.9800109863281,42247300
294.79998779296875,295.2699890136719,292.55999755859375,292.55999755859375,45748100
298.8699951171875,300.9200134277344,293.5,293.5,52684300
298.2099914550781,300.45001220703125,295.3800048828125,299.82000732421875,35324900
300.2300109863281,303.20001220703125,296.5199890136719,297.8999938964844,54862800
297.8399963378906,300.6600036621094,294.9100036621094,300.239990234375,34483000
298.9700012207031,300.510009765625,296.3500061035156,296.9700012207031,42243600
302.25,302.79998779296875,298.0799865722656,298.17999267578125,38229800
304.989990234375,305.5400085449219,300.3999938964844,301.05999755859375,42965100
308.82000732421875,311.3999938964844,305.8399963378906,306.1199951171875,43670200
308.3299865722656,311.82000732421875,307.6700134277344,309.55999755859375,48000500
310.8500061035156,313.260009765625,308.29998779296875,308.3299865722656,50430900
312.510009765625,312.79998779296875,309.57000732421875,310.67999267578125,48220400
312.05999755859375,315.0,309.5299987792969,311.7799987792969,70026800
